_registry_row,strain_entity_id,current_genome_key,registry_accession_candidates,registry_accession_bases,n_accession_candidates,accession_source_columns
366,STRAIN_000367,GCF_001281425.1,GCF_001281425.1 | GCA_001281425.1,GCF_001281425 | GCA_001281425,2,"GCF_001281425.1:current_genome_key,primary_accession,gcf_accession || GCA_001281425.1:gca_accession,local_genome_files"
367,STRAIN_000368,GCF_001293145.1,GCF_001293145.1 | GCA_001293145.1,GCF_001293145 | GCA_001293145,2,"GCF_001293145.1:current_genome_key,primary_accession,gcf_accession || GCA_001293145.1:gca_accession,local_genome_files"
368,STRAIN_000369,GCF_001296095.1,GCF_001296095.1 | GCA_001296095.1,GCF_001296095 | GCA_001296095,2,"GCF_001296095.1:current_genome_key,primary_accession,gcf_accession || GCA_001296095.1:gca_accession,local_genome_files"
369,STRAIN_000370,GCF_001297905.1,GCF_001297905.1 | GCA_001297905.1,GCF_001297905 | GCA_001297905,2,"GCF_001297905.1:current_genome_key,primary_accession,gcf_accession || GCA_001297905.1:gca_accession,local_genome_files"
370,STRAIN_000371,GCF_001306395.1,GCF_001306395.1 | GCA_001306395.1,GCF_001306395 | GCA_001306395,2,"GCF_001306395.1:current_genome_key,primary_accession,gcf_accession || GCA_001306395.1:gca_accession,local_genome_files"
371,STRAIN_000372,GCF_001307325.1,GCF_001307325.1 | GCA_001307325.1,GCF_001307325 | GCA_001307325,2,"GCF_001307325.1:current_genome_key,primary_accession,gcf_accession || GCA_001307325.1:gca_accession,local_genome_files"
372,STRAIN_000373,GCF_001308285.1,GCF_001308285.1 | GCA_001308285.1,GCF_001308285 | GCA_001308285,2,"GCF_001308285.1:current_genome_key,primary_accession,gcf_accession || GCA_001308285.1:gca_accession,local_genome_files"
373,STRAIN_000374,GCF_001308305.1,GCF_001308305.1 | GCA_001308305.1,GCF_001308305 | GCA_001308305,2,"GCF_001308305.1:current_genome_key,primary_accession,gcf_accession || GCA_001308305.1:gca_accession,local_genome_files"
374,STRAIN_000375,GCF_001311315.1,GCF_001311315.1 | GCA_001311315.1,GCF_001311315 | GCA_001311315,2,"GCF_001311315.1:current_genome_key,primary_accession,gcf_accession || GCA_001311315.1:gca_accession,local_genome_files"
375,STRAIN_000376,GCF_001331925.2,GCF_001331925.2 | GCA_001331925.2,GCF_001331925 | GCA_001331925,2,"GCF_001331925.2:current_genome_key,primary_accession,gcf_accession || GCA_001331925.2:gca_accession,local_genome_files"
376,STRAIN_000377,GCF_001368755.1,GCF_001368755.1 | GCA_001368755.1,GCF_001368755 | GCA_001368755,2,"GCF_001368755.1:current_genome_key,primary_accession,gcf_accession || GCA_001368755.1:gca_accession,local_genome_files"
377,STRAIN_000378,GCF_001368775.1,GCF_001368775.1 | GCA_001368775.1,GCF_001368775 | GCA_001368775,2,"GCF_001368775.1:current_genome_key,primary_accession,gcf_accession || GCA_001368775.1:gca_accession,local_genome_files"
378,STRAIN_000379,GCF_001433735.1,GCF_001433735.1 | GCA_001433735.1,GCF_001433735 | GCA_001433735,2,"GCF_001433735.1:current_genome_key,primary_accession,gcf_accession || GCA_001433735.1:gca_accession,local_genome_files"
379,STRAIN_000380,GCF_001433855.1,GCF_001433855.1 | GCA_001433855.1,GCF_001433855 | GCA_001433855,2,"GCF_001433855.1:current_genome_key,primary_accession,gcf_accession || GCA_001433855.1:gca_accession,local_genome_files"
380,STRAIN_000381,GCF_001433895.1,GCF_001433895.1 | GCA_001433895.1,GCF_001433895 | GCA_001433895,2,"GCF_001433895.1:current_genome_key,primary_accession,gcf_accession || GCA_001433895.1:gca_accession,local_genome_files"
381,STRAIN_000382,GCF_001434005.1,GCF_001434005.1 | GCA_001434005.1,GCF_001434005 | GCA_001434005,2,"GCF_001434005.1:current_genome_key,primary_accession,gcf_accession || GCA_001434005.1:gca_accession,local_genome_files"
382,STRAIN_000383,GCF_001435405.1,GCF_001435405.1 | GCA_001435405.1,GCF_001435405 | GCA_001435405,2,"GCF_001435405.1:current_genome_key,primary_accession,gcf_accession || GCA_001435405.1:gca_accession,local_genome_files"
383,STRAIN_000384,GCF_001436485.1,GCF_001436485.1 | GCA_001436485.1,GCF_001436485 | GCA_001436485,2,"GCF_001436485.1:current_genome_key,primary_accession,gcf_accession || GCA_001436485.1:gca_accession,local_genome_files"
384,STRAIN_000385,GCF_001444495.1,GCF_001444495.1 | GCA_001444495.1,GCF_001444495 | GCA_001444495,2,"GCF_001444495.1:current_genome_key,primary_accession,gcf_accession || GCA_001444495.1:gca_accession,local_genome_files"
385,STRAIN_000386,GCF_001446255.1,GCF_001446255.1 | GCA_001446255.1,GCF_001446255 | GCA_001446255,2,"GCF_001446255.1:current_genome_key,primary_accession,gcf_accession || GCA_001446255.1:gca_accession,local_genome_files"
386,STRAIN_000387,GCF_001446275.1,GCF_001446275.1 | GCA_001446275.1,GCF_001446275 | GCA_001446275,2,"GCF_001446275.1:current_genome_key,primary_accession,gcf_accession || GCA_001446275.1:gca_accession,local_genome_files"
387,STRAIN_000388,GCF_001465815.1,GCF_001465815.1 | GCA_001465815.1,GCF_001465815 | GCA_001465815,2,"GCF_001465815.1:current_genome_key,primary_accession,gcf_accession || GCA_001465815.1:gca_accession,local_genome_files"
388,STRAIN_000389,GCF_001469775.1,GCF_001469775.1 | GCA_001469775.1,GCF_001469775 | GCA_001469775,2,"GCF_001469775.1:current_genome_key,primary_accession,gcf_accession || GCA_001469775.1:gca_accession,local_genome_files"
389,STRAIN_000390,GCF_001484005.1,GCF_001484005.1 | GCA_001484005.1,GCF_001484005 | GCA_001484005,2,"GCF_001484005.1:current_genome_key,primary_accession,gcf_accession || GCA_001484005.1:gca_accession,local_genome_files"
390,STRAIN_000391,GCF_001514415.1,GCF_001514415.1 | GCA_001514415.1,GCF_001514415 | GCA_001514415,2,"GCF_001514415.1:current_genome_key,primary_accession,gcf_accession || GCA_001514415.1:gca_accession,local_genome_files"
391,STRAIN_000392,GCF_001514435.1,GCF_001514435.1 | GCA_001514435.1,GCF_001514435 | GCA_001514435,2,"GCF_001514435.1:current_genome_key,primary_accession,gcf_accession || GCA_001514435.1:gca_accession,local_genome_files"
392,STRAIN_000393,GCF_001540905.1,GCF_001540905.1 | GCA_001540905.1,GCF_001540905 | GCA_001540905,2,"GCF_001540905.1:current_genome_key,primary_accession,gcf_accession || GCA_001540905.1:gca_accession,local_genome_files"
393,STRAIN_000394,GCF_001541605.1,GCF_001541605.1 | GCA_001541605.1,GCF_001541605 | GCA_001541605,2,"GCF_001541605.1:current_genome_key,primary_accession,gcf_accession || GCA_001541605.1:gca_accession,local_genome_files"
394,STRAIN_000395,GCF_001541905.1,GCF_001541905.1 | GCA_001541905.1,GCF_001541905 | GCA_001541905,2,"GCF_001541905.1:current_genome_key,primary_accession,gcf_accession || GCA_001541905.1:gca_accession,local_genome_files"
395,STRAIN_000396,GCF_001581895.1,GCF_001581895.1 | GCA_001581895.1,GCF_001581895 | GCA_001581895,2,"GCF_001581895.1:current_genome_key,primary_accession,gcf_accession || GCA_001581895.1:gca_accession,local_genome_files"
396,STRAIN_000397,GCF_001617525.2,GCF_001617525.2 | GCA_001617525.2,GCF_001617525 | GCA_001617525,2,"GCF_001617525.2:current_genome_key,primary_accession,gcf_accession || GCA_001617525.2:gca_accession,local_genome_files"
397,STRAIN_000398,GCF_001618905.1,GCF_001618905.1 | GCA_001618905.1,GCF_001618905 | GCA_001618905,2,"GCF_001618905.1:current_genome_key,primary_accession,gcf_accession || GCA_001618905.1:gca_accession,local_genome_files"
398,STRAIN_000399,GCF_001619265.1,GCF_001619265.1 | GCA_001619265.1,GCF_001619265 | GCA_001619265,2,"GCF_001619265.1:current_genome_key,primary_accession,gcf_accession || GCA_001619265.1:gca_accession,local_genome_files"
399,STRAIN_000400,GCF_001633745.1,GCF_001633745.1 | GCA_001633745.1,GCF_001633745 | GCA_001633745,2,"GCF_001633745.1:current_genome_key,primary_accession,gcf_accession || GCA_001633745.1:gca_accession,local_genome_files"
400,STRAIN_000401,GCF_001645365.1,GCF_001645365.1 | GCA_001645365.1,GCF_001645365 | GCA_001645365,2,"GCF_001645365.1:current_genome_key,primary_accession,gcf_accession || GCA_001645365.1:gca_accession,local_genome_files"
401,STRAIN_000402,GCF_001646605.1,GCF_001646605.1 | GCA_001646605.1,GCF_001646605 | GCA_001646605,2,"GCF_001646605.1:current_genome_key,primary_accession,gcf_accession || GCA_001646605.1:gca_accession,local_genome_files"
402,STRAIN_000403,GCF_001657495.1,GCF_001657495.1 | GCA_001657495.1,GCF_001657495 | GCA_001657495,2,"GCF_001657495.1:current_genome_key,primary_accession,gcf_accession || GCA_001657495.1:gca_accession,local_genome_files"
403,STRAIN_000404,GCF_001659745.1,GCF_001659745.1 | GCA_001659745.1,GCF_001659745 | GCA_001659745,2,"GCF_001659745.1:current_genome_key,primary_accession,gcf_accession || GCA_001659745.1:gca_accession,local_genome_files"
404,STRAIN_000405,GCF_001660025.1,GCF_001660025.1 | GCA_001660025.1,GCF_001660025 | GCA_001660025,2,"GCF_001660025.1:current_genome_key,primary_accession,gcf_accession || GCA_001660025.1:gca_accession,local_genome_files"
405,STRAIN_000406,GCF_001660525.1,GCF_001660525.1 | GCA_001660525.1,GCF_001660525 | GCA_001660525,2,"GCF_001660525.1:current_genome_key,primary_accession,gcf_accession || GCA_001660525.1:gca_accession,local_genome_files"
406,STRAIN_000407,GCF_001660645.1,GCF_001660645.1 | GCA_001660645.1,GCF_001660645 | GCA_001660645,2,"GCF_001660645.1:current_genome_key,primary_accession,gcf_accession || GCA_001660645.1:gca_accession,local_genome_files"
407,STRAIN_000408,GCF_001663795.1,GCF_001663795.1 | GCA_001663795.1,GCF_001663795 | GCA_001663795,2,"GCF_001663795.1:current_genome_key,primary_accession,gcf_accession || GCA_001663795.1:gca_accession,local_genome_files"
408,STRAIN_000409,GCF_001672035.1,GCF_001672035.1 | GCA_001672035.1,GCF_001672035 | GCA_001672035,2,"GCF_001672035.1:current_genome_key,primary_accession,gcf_accession || GCA_001672035.1:gca_accession,local_genome_files"
409,STRAIN_000410,GCF_001676805.1,GCF_001676805.1 | GCA_001676805.1,GCF_001676805 | GCA_001676805,2,"GCF_001676805.1:current_genome_key,primary_accession,gcf_accession || GCA_001676805.1:gca_accession,local_genome_files"
410,STRAIN_000411,GCF_001685375.1,GCF_001685375.1 | GCA_001685375.1,GCF_001685375 | GCA_001685375,2,"GCF_001685375.1:current_genome_key,primary_accession,gcf_accession || GCA_001685375.1:gca_accession,local_genome_files"
411,STRAIN_000412,GCF_001697265.1,GCF_001697265.1 | GCA_001697265.1,GCF_001697265 | GCA_001697265,2,"GCF_001697265.1:current_genome_key,primary_accession,gcf_accession || GCA_001697265.1:gca_accession,local_genome_files"
412,STRAIN_000413,GCF_001702095.1,GCF_001702095.1 | GCA_001702095.1,GCF_001702095 | GCA_001702095,2,"GCF_001702095.1:current_genome_key,primary_accession,gcf_accession || GCA_001702095.1:gca_accession,local_genome_files"
413,STRAIN_000414,GCF_001703495.1,GCF_001703495.1 | GCA_001703495.1,GCF_001703495 | GCA_001703495,2,"GCF_001703495.1:current_genome_key,primary_accession,gcf_accession || GCA_001703495.1:gca_accession,local_genome_files"
414,STRAIN_000415,GCF_001705585.1,GCF_001705585.1 | GCA_001705585.1,GCF_001705585 | GCA_001705585,2,"GCF_001705585.1:current_genome_key,primary_accession,gcf_accession || GCA_001705585.1:gca_accession,local_genome_files"
415,STRAIN_000416,GCF_001715615.1,GCF_001715615.1 | GCA_001715615.1,GCF_001715615 | GCA_001715615,2,"GCF_001715615.1:current_genome_key,primary_accession,gcf_accession || GCA_001715615.1:gca_accession,local_genome_files"
416,STRAIN_000417,GCF_001719085.1,GCF_001719085.1 | GCA_001719085.1,GCF_001719085 | GCA_001719085,2,"GCF_001719085.1:current_genome_key,primary_accession,gcf_accession || GCA_001719085.1:gca_accession,local_genome_files"
417,STRAIN_000418,GCF_001720285.1,GCF_001720285.1 | GCA_001720285.1,GCF_001720285 | GCA_001720285,2,"GCF_001720285.1:current_genome_key,primary_accession,gcf_accession || GCA_001720285.1:gca_accession,local_genome_files"
418,STRAIN_000419,GCF_001721925.1,GCF_001721925.1 | GCA_001721925.1,GCF_001721925 | GCA_001721925,2,"GCF_001721925.1:current_genome_key,primary_accession,gcf_accession || GCA_001721925.1:gca_accession,local_genome_files"
419,STRAIN_000420,GCF_001722065.1,GCF_001722065.1 | GCA_001722065.1,GCF_001722065 | GCA_001722065,2,"GCF_001722065.1:current_genome_key,primary_accession,gcf_accession || GCA_001722065.1:gca_accession,local_genome_files"
420,STRAIN_000421,GCF_001723545.1,GCF_001723545.1 | GCA_001723545.1,GCF_001723545 | GCA_001723545,2,"GCF_001723545.1:current_genome_key,primary_accession,gcf_accession || GCA_001723545.1:gca_accession,local_genome_files"
421,STRAIN_000422,GCF_001725985.1,GCF_001725985.1 | GCA_001725985.1,GCF_001725985 | GCA_001725985,2,"GCF_001725985.1:current_genome_key,primary_accession,gcf_accession || GCA_001725985.1:gca_accession,local_genome_files"
422,STRAIN_000423,GCF_001742205.1,GCF_001742205.1 | GCA_001742205.1,GCF_001742205 | GCA_001742205,2,"GCF_001742205.1:current_genome_key,primary_accession,gcf_accession || GCA_001742205.1:gca_accession,local_genome_files"
423,STRAIN_000424,GCF_001742965.1,GCF_001742965.1 | GCA_001742965.1,GCF_001742965 | GCA_001742965,2,"GCF_001742965.1:current_genome_key,primary_accession,gcf_accession || GCA_001742965.1:gca_accession,local_genome_files"
424,STRAIN_000425,GCF_001746265.1,GCF_001746265.1 | GCA_001746265.2,GCF_001746265 | GCA_001746265,2,"GCF_001746265.1:current_genome_key,primary_accession,gcf_accession || GCA_001746265.2:gca_accession,local_genome_files"
425,STRAIN_000426,GCF_001750745.1,GCF_001750745.1 | GCA_001750745.1,GCF_001750745 | GCA_001750745,2,"GCF_001750745.1:current_genome_key,primary_accession,gcf_accession || GCA_001750745.1:gca_accession,local_genome_files"
426,STRAIN_000427,GCF_001754005.1,GCF_001754005.1 | GCA_001754005.1,GCF_001754005 | GCA_001754005,2,"GCF_001754005.1:current_genome_key,primary_accession,gcf_accession || GCA_001754005.1:gca_accession,local_genome_files"
427,STRAIN_000428,GCF_001831235.1,GCF_001831235.1 | GCA_001831235.1,GCF_001831235 | GCA_001831235,2,"GCF_001831235.1:current_genome_key,primary_accession,gcf_accession || GCA_001831235.1:gca_accession,local_genome_files"
428,STRAIN_000429,GCF_001854105.1,GCF_001854105.1 | GCA_001854105.1,GCF_001854105 | GCA_001854105,2,"GCF_001854105.1:current_genome_key,primary_accession,gcf_accession || GCA_001854105.1:gca_accession,local_genome_files"
429,STRAIN_000430,GCF_001855705.1,GCF_001855705.1 | GCA_001855705.1,GCF_001855705 | GCA_001855705,2,"GCF_001855705.1:current_genome_key,primary_accession,gcf_accession || GCA_001855705.1:gca_accession,local_genome_files"
430,STRAIN_000431,GCF_001856165.1,GCF_001856165.1 | GCA_001856165.1,GCF_001856165 | GCA_001856165,2,"GCF_001856165.1:current_genome_key,primary_accession,gcf_accession || GCA_001856165.1:gca_accession,local_genome_files"
431,STRAIN_000432,GCF_001880185.2,GCF_001880185.2 | GCA_001880185.2,GCF_001880185 | GCA_001880185,2,"GCF_001880185.2:current_genome_key,primary_accession,gcf_accession || GCA_001880185.2:gca_accession,local_genome_files"
432,STRAIN_000433,GCF_001885295.1,GCF_001885295.1 | GCA_001885295.1,GCF_001885295 | GCA_001885295,2,"GCF_001885295.1:current_genome_key,primary_accession,gcf_accession || GCA_001885295.1:gca_accession,local_genome_files"
433,STRAIN_000434,GCF_001888275.1,GCF_001888275.1 | GCA_001888275.1,GCF_001888275 | GCA_001888275,2,"GCF_001888275.1:current_genome_key,primary_accession,gcf_accession || GCA_001888275.1:gca_accession,local_genome_files"
434,STRAIN_000435,GCF_001888525.1,GCF_001888525.1 | GCA_001888525.1,GCF_001888525 | GCA_001888525,2,"GCF_001888525.1:current_genome_key,primary_accession,gcf_accession || GCA_001888525.1:gca_accession,local_genome_files"
435,STRAIN_000436,GCF_001888645.1,GCF_001888645.1 | GCA_001888645.1,GCF_001888645 | GCA_001888645,2,"GCF_001888645.1:current_genome_key,primary_accession,gcf_accession || GCA_001888645.1:gca_accession,local_genome_files"
436,STRAIN_000437,GCF_001888655.1,GCF_001888655.1 | GCA_001888655.1,GCF_001888655 | GCA_001888655,2,"GCF_001888655.1:current_genome_key,primary_accession,gcf_accession || GCA_001888655.1:gca_accession,local_genome_files"
437,STRAIN_000438,GCF_001888735.1,GCF_001888735.1 | GCA_001888735.1,GCF_001888735 | GCA_001888735,2,"GCF_001888735.1:current_genome_key,primary_accession,gcf_accession || GCA_001888735.1:gca_accession,local_genome_files"
438,STRAIN_000439,GCF_001889975.1,GCF_001889975.1 | GCA_001889975.1,GCF_001889975 | GCA_001889975,2,"GCF_001889975.1:current_genome_key,primary_accession,gcf_accession || GCA_001889975.1:gca_accession,local_genome_files"
439,STRAIN_000440,GCF_001908455.1,GCF_001908455.1 | GCA_001908455.1,GCF_001908455 | GCA_001908455,2,"GCF_001908455.1:current_genome_key,primary_accession,gcf_accession || GCA_001908455.1:gca_accession,local_genome_files"
440,STRAIN_000441,GCF_001940535.1,GCF_001940535.1 | GCA_001940535.1,GCF_001940535 | GCA_001940535,2,"GCF_001940535.1:current_genome_key,primary_accession,gcf_accession || GCA_001940535.1:gca_accession,local_genome_files"
441,STRAIN_000442,GCF_001940585.1,GCF_001940585.1 | GCA_001940585.1,GCF_001940585 | GCA_001940585,2,"GCF_001940585.1:current_genome_key,primary_accession,gcf_accession || GCA_001940585.1:gca_accession,local_genome_files"
442,STRAIN_000443,GCF_001941785.1,GCF_001941785.1 | GCA_001941785.1,GCF_001941785 | GCA_001941785,2,"GCF_001941785.1:current_genome_key,primary_accession,gcf_accession || GCA_001941785.1:gca_accession,local_genome_files"
443,STRAIN_000444,GCF_001950045.1,GCF_001950045.1 | GCA_001950045.1,GCF_001950045 | GCA_001950045,2,"GCF_001950045.1:current_genome_key,primary_accession,gcf_accession || GCA_001950045.1:gca_accession,local_genome_files"
444,STRAIN_000445,GCF_001953135.1,GCF_001953135.1 | GCA_001953135.1,GCF_001953135 | GCA_001953135,2,"GCF_001953135.1:current_genome_key,primary_accession,gcf_accession || GCA_001953135.1:gca_accession,local_genome_files"
445,STRAIN_000446,GCF_001982425.1,GCF_001982425.1 | GCA_001982425.1,GCF_001982425 | GCA_001982425,2,"GCF_001982425.1:current_genome_key,primary_accession,gcf_accession || GCA_001982425.1:gca_accession,local_genome_files"
446,STRAIN_000447,GCF_001988935.1,GCF_001988935.1 | GCA_001988935.1,GCF_001988935 | GCA_001988935,2,"GCF_001988935.1:current_genome_key,primary_accession,gcf_accession || GCA_001988935.1:gca_accession,local_genome_files"
447,STRAIN_000448,GCF_001990145.1,GCF_001990145.1 | GCA_001990145.1,GCF_001990145 | GCA_001990145,2,"GCF_001990145.1:current_genome_key,primary_accession,gcf_accession || GCA_001990145.1:gca_accession,local_genome_files"
448,STRAIN_000449,GCF_001990225.1,GCF_001990225.1 | GCA_001990225.1,GCF_001990225 | GCA_001990225,2,"GCF_001990225.1:current_genome_key,primary_accession,gcf_accession || GCA_001990225.1:gca_accession,local_genome_files"
449,STRAIN_000450,GCF_002000885.1,GCF_002000885.1 | GCA_002000885.1,GCF_002000885 | GCA_002000885,2,"GCF_002000885.1:current_genome_key,primary_accession,gcf_accession || GCA_002000885.1:gca_accession,local_genome_files"
